Population	Pedigree	Sample	field_id	date	stream	location	run	sex	meps	fl	origin	lat	lon	reach_id	Basin	StreamName	DownUTME	DownUTMN
TRAR	OtsAC20TRAR	OtsAC20TRAR_1049	1109	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	660	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1050	1110	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	825	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1051	1111	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1052	1112	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	850	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1053	1113	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	845	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1054	1114	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	895	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1055	1115	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	795	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1056	1116	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	890	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1057	1117	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	760	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1058	1118	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	890	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1059	1119	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	810	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1060	1120	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	925	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0046	NA	5/27/20	Trask River	Trask River Hatchery	Spring	M	NA	825	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0047	NA	5/30/20	Trask River	Trask River Hatchery	Spring	M	NA	655	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0048	NA	5/31/20	Trask River	Trask River Hatchery	Spring	F	NA	755	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0001	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	865	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0002	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	765	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0003	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	665	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0004	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	845	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0005	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	615	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0006	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	730	NOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0007	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	770	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0008	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	855	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0009	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	715	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0010	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	815	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0011	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	765	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0012	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	755	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0013	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	745	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0014	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	755	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0015	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	685	NOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0016	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	795	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0017	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	690	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0018	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	835	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0019	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	785	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0020	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	785	NOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0021	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	785	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0022	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	885	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0023	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	770	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0024	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	750	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0025	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	605	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0026	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	800	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0027	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	805	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0028	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	780	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0029	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	605	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0030	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	805	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0031	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	785	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0032	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	785	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0033	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	860	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0034	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	775	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0035	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	805	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0036	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	745	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0037	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	855	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0038	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	745	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0039	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	800	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0040	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	725	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0041	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	885	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0042	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	740	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0043	NA	6/1/20	Trask River	Trask River Hatchery	Spring	F	NA	760	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0044	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_0045	NA	6/1/20	Trask River	Trask River Hatchery	Spring	M	NA	845	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
UMPR	OtsCC20UMPR	OtsCC20UMPR_0001	236	12/7/20	Umpqua	Camp Cr	Fall	F	700	NA	NOR	43.616569	-123.770715	22655.00 Seg 2	Umpqua River	Camp Cr	437812	4829576
UMPR	OtsCC20UMPR	OtsCC20UMPR_0002	240	12/7/20	Umpqua	Camp Cr	Fall	M	720	NA	NOR	43.616569	-123.770715	22655.00 Seg 2	Umpqua River	Camp Cr	437812	4829576
UMPR	OtsCC20UMPR	OtsCC20UMPR_0003	241	12/7/20	Umpqua	Camp Cr	Fall	F	640	NA	NOR	43.616569	-123.770715	22655.00 Seg 2	Umpqua River	Camp Cr	437812	4829576
UMPR	OtsCC20UMPR	OtsCC20UMPR_0004	242	12/7/20	Umpqua	Camp Cr	Fall	M	730	NA	NOR	43.616569	-123.770715	22655.00 Seg 2	Umpqua River	Camp Cr	437812	4829576
UMPR	OtsCC20UMPR	OtsCC20UMPR_0005	243	12/7/20	Umpqua	Camp Cr	Fall	M	750	NA	NOR	43.616569	-123.770715	22655.00 Seg 2	Umpqua River	Camp Cr	437812	4829576
UMPR	OtsCC20UMPR	OtsCC20UMPR_0006	296	11/30/20	Umpqua	Camp Cr	Fall	F	670	NA	NOR	43.616569	-123.770715	22655.00 Seg 2	Umpqua River	Camp Cr	437812	4829576
UMPR	OtsCC20UMPR	OtsCC20UMPR_0007	299	11/30/20	Umpqua	Railroad Cr	Fall	F	760	NA	NOR	43.798552	-123.920989	22442.10 Seg 1	Umpqua River	Railroad Cr	425911	4849911
UMPR	OtsCC20UMPR	OtsCC20UMPR_0008	300	11/30/20	Umpqua	Railroad Cr	Fall	F	625	NA	NOR	43.798552	-123.920989	22442.10 Seg 1	Umpqua River	Railroad Cr	425911	4849911
WILR	OtsCC20WILR	OtsCC20WILR_0001	1211	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	680	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0002	1212	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	780	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0003	1213	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	715	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0004	1214	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	605	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0005	1215	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	680	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0006	1216	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	355	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0007	1217	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	785	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0008	1218	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	700	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0009	1219	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	560	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0010	1220	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	745	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0011	1221	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	710	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0012	1222	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	720	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0013	1223	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	760	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0014	1224	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	585	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0015	1225	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	725	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0016	1226	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	685	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0017	1227	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	750	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0018	1228	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	670	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0019	1229	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	705	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0020	1230	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	755	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0021	1231	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	815	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0022	1232	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	745	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0023	1233	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	735	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0024	1234	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	770	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0025	1235	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	730	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0026	1236	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	780	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0027	1237	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	680	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0028	1238	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	645	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0029	1239	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	F	740	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
WILR	OtsCC20WILR	OtsCC20WILR_0030	1240	11/24/20	Wilson	Cedar Cr. (Wilson)	Fall	M	755	NA	NOR	45.576137	-123.560851	NA	NA	NA	NA	NA
YAQR	OtsCC20YAQR	OtsCC20YAQR_0001	211	10/19/20	Yaquina	Grant Cr	Fall	F	640	NA	NOR	44.542184	-123.715781	24970.00 Seg 1.1	Yaquina River	Grant Cr	443138	4932344
